t (s),V (mV)
370.134,14.2125
371.134,14.2028
372.134,14.1927
373.134,14.1829
374.134,14.1719
375.134,14.1644
376.134,14.1528
377.134,14.1444
378.134,14.1346
379.134,14.1236
380.134,14.1135
381.134,14.1042
382.134,14.0941
383.134,14.084
384.134,14.0757
385.134,14.0654
386.134,14.0555
387.134,14.0475
388.134,14.0374
389.134,14.0278
390.134,14.018
391.134,14.0102
392.134,14.0003
393.134,13.9924
394.134,13.9822
395.134,13.9715
396.134,13.9624
397.134,13.9525
398.134,13.9435
399.134,13.9342
400.134,13.9249
401.134,13.915
402.134,13.9063
403.134,13.8977
404.134,13.8881
405.134,13.8793
406.134,13.8707
407.134,13.8608
408.134,13.8523
409.134,13.8427
410.134,13.8341
411.134,13.8252
412.134,13.8155
413.134,13.8063
414.134,13.797
415.134,13.7883
416.134,13.7796
417.134,13.7693
418.134,13.7597
419.134,13.7518
420.134,13.7413
421.134,13.7329
422.134,13.7235
423.134,13.7141
424.134,13.706
425.134,13.6963
426.134,13.6877
427.134,13.6781
428.134,13.6689
429.134,13.6596
430.134,13.6508
431.134,13.64
432.134,13.6314
433.134,13.6227
434.134,13.6136
435.134,13.6035
436.134,13.594
437.134,13.5856
438.134,13.5765
439.134,13.5669
440.134,13.5572
441.134,13.5471
442.134,13.538
443.134,13.5287
444.134,13.5197
445.134,13.5117
446.134,13.5031
447.134,13.4943
448.134,13.4843
449.134,13.4756
450.134,13.4659
451.134,13.4566
452.134,13.4484
453.134,13.4408
454.134,13.4302
455.134,13.4223
456.134,13.4117
457.134,13.4011
458.134,13.3938
459.134,13.3845
460.134,13.3767
461.134,13.3672
462.134,13.3577
463.134,13.3474
464.134,13.337
465.134,13.3312
466.134,13.3241
467.134,13.3145
468.134,13.306
469.134,13.2968
470.134,13.2896
471.134,13.2804
472.134,13.2727
473.134,13.2641
474.134,13.2546
475.134,13.2448
476.134,13.2393
477.134,13.2283
478.134,13.2212
479.134,13.2116
480.134,13.2036
481.134,13.1933
482.134,13.1864
483.134,13.1772
484.134,13.1679
485.134,13.1585
486.134,13.1496
487.134,13.1406
488.134,13.1315
489.134,13.1233
490.134,13.1137
491.134,13.1057
492.134,13.0971
493.134,13.088
494.134,13.0797
495.134,13.0717
496.134,13.0633
497.134,13.054
498.134,13.0446
499.134,13.0347
500.134,13.0251
501.134,13.0164
502.134,13.0077
503.134,12.9977
504.134,12.989
505.134,12.9813
506.134,12.9723
507.134,12.963
508.134,12.9554
509.134,12.9472
510.134,12.9383
511.134,12.9289
512.134,12.9201
513.134,12.9126
514.134,12.903
515.134,12.8936
516.134,12.8845
517.134,12.8748
518.134,12.8662
519.134,12.8573
520.134,12.8482
521.134,12.8398
522.134,12.8314
523.134,12.8228
524.134,12.8149
525.134,12.8054
526.134,12.7975
527.134,12.7883
528.134,12.7807
529.134,12.773
530.134,12.7652
531.134,12.7568
532.134,12.7482
533.134,12.7396
534.134,12.7325
535.134,12.7237
536.134,12.7151
537.134,12.7068
538.134,12.6977
539.134,12.6896
540.134,12.6805
541.134,12.6735
542.134,12.665
543.134,12.6564
544.134,12.6478
545.134,12.64
546.134,12.6307
547.134,12.6239
548.134,12.6146
549.134,12.598
550.134,12.5947
551.134,12.59
552.134,12.5832
553.134,12.5755
554.134,12.5671
555.134,12.5599
556.134,12.5517
557.134,12.5421
558.134,12.5356
559.134,12.5263
560.134,12.5166
561.134,12.5072
562.134,12.5002
563.134,12.4902
564.134,12.4808
565.134,12.4728
566.134,12.4649
567.134,12.4561
568.134,12.4475
569.134,12.4381
570.134,12.4297
571.134,12.4216
572.134,12.4117
573.134,12.4035
574.134,12.3955
575.134,12.3884
576.134,12.3799
577.134,12.3713
578.134,12.3624
579.134,12.3538
580.134,12.345
581.134,12.3362
582.134,12.3282
583.134,12.3199
584.134,12.3092
585.134,12.2979
586.134,12.2934
587.134,12.2883
588.134,12.2793
589.134,12.2687
590.134,12.2614
591.134,12.252
592.134,12.2445
593.134,12.2368
594.134,12.2282
595.134,12.2204
596.134,12.2131
597.134,12.2054
598.134,12.197
599.134,12.1883
600.134,12.1816
601.134,12.1741
602.134,12.1665
603.134,12.1605
604.134,12.1506
605.134,12.1452
606.134,12.1361
607.134,12.1279
608.134,12.1197
609.134,12.1109
610.134,12.1024
611.134,12.0939
612.134,12.0856
613.134,12.0761
614.134,12.0671
615.134,12.0576
616.134,12.0487
617.134,12.0405
618.134,12.0329
619.134,12.0233
620.134,12.0168
621.134,12.0085
622.134,12.0009
623.134,11.9906
624.134,11.9833
625.134,11.9746
626.134,11.9664
627.134,11.9591
628.134,11.9506
629.134,11.9436
630.134,11.9352
631.134,11.928
632.134,11.9209
633.134,11.9134
634.134,11.9055
635.134,11.8988
636.134,11.8909
637.134,11.8833
638.134,11.8754
639.134,11.8671
640.134,11.8602
641.134,11.8522
642.134,11.8441
643.134,11.8364
644.134,11.8294
645.134,11.8202
646.134,11.813
647.134,11.8039
648.134,11.7961
649.134,11.7888
650.134,11.7759
651.134,11.7671
652.134,11.7585
653.134,11.7514
654.134,11.7416
655.134,11.7332
656.134,11.7265
657.134,11.7167
658.134,11.7116
659.134,11.7021
660.134,11.6932
661.134,11.6846
662.134,11.6757
663.134,11.6682
664.134,11.6592
665.134,11.652
666.134,11.6439
667.134,11.636
668.134,11.627
669.134,11.6195
670.134,11.6107
671.134,11.6026
672.134,11.5957
673.134,11.5874
674.134,11.5816
675.134,11.5729
676.134,11.5657
677.134,11.5592
678.134,11.5509
679.134,11.543
680.134,11.5356
681.134,11.5277
682.134,11.5193
683.134,11.5141
684.134,11.5034
685.134,11.495
686.134,11.4864
687.134,11.4792
688.134,11.4718
689.134,11.4641
690.134,11.456
691.134,11.4492
692.134,11.4422
693.134,11.4357
694.134,11.4279
695.134,11.4233
696.134,11.4143
697.134,11.4064
698.134,11.3988
699.134,11.389
700.134,11.382
701.134,11.3743
702.134,11.3681
703.134,11.3602
704.134,11.3523
705.134,11.3451
706.134,11.3356
707.134,11.3292
708.134,11.3202
709.134,11.3148
710.134,11.304
711.134,11.2936
712.134,11.2866
713.134,11.2788
714.134,11.2673
715.134,11.2592
716.134,11.2536
717.134,11.2482
718.134,11.2392
719.134,11.234
720.134,11.2273
721.134,11.2186
722.134,11.2129
723.134,11.2043
724.134,11.1967
725.134,11.1909
726.134,11.1841
727.134,11.1757
728.134,11.1677
729.134,11.1597
730.134,11.1519
731.134,11.1445
732.134,11.1373
733.134,11.1284
734.134,11.1162
735.134,11.1147
736.134,11.1083
737.134,11.1009
738.134,11.0934
739.134,11.0867
740.134,11.0802
741.134,11.0736
742.134,11.0664
743.134,11.0595
744.134,11.053
745.134,11.046
746.134,11.0377
747.134,11.0297
748.134,11.0226
749.134,11.0168
750.134,11.0095
751.134,11.0025
752.134,10.9955
753.134,10.9892
754.134,10.9817
755.134,10.974
756.134,10.9676
757.134,10.9604
758.134,10.9535
759.134,10.9449
760.134,10.94
761.134,10.9323
762.134,10.9251
763.134,10.9179
764.134,10.9107
765.134,10.9041
766.134,10.8963
767.134,10.8893
768.134,10.8821
769.134,10.8752
770.134,10.8679
771.134,10.8612
772.134,10.8528
773.134,10.8451
774.134,10.8386
775.134,10.8308
776.134,10.8236
777.134,10.8161
778.134,10.8085
779.134,10.8013
780.134,10.7936
781.134,10.7872
782.134,10.7798
783.134,10.7732
784.134,10.766
785.134,10.7595
786.134,10.7517
787.134,10.7459
788.134,10.7387
789.134,10.7299
790.134,10.7233
791.134,10.7153
792.134,10.7098
793.134,10.7035
794.134,10.6973
795.134,10.6912
796.134,10.6848
797.134,10.6779
798.134,10.6712
799.134,10.665
800.134,10.66
801.134,10.6545
802.134,10.6476
803.134,10.6413
804.134,10.6335
805.134,10.627
806.133,10.6195
807.133,10.6133
808.133,10.6064
809.133,10.599
810.133,10.5905
811.133,10.585
812.133,10.5769
813.133,10.5698
814.133,10.5609
815.133,10.5543
816.133,10.546
817.133,10.5393
818.133,10.531
819.133,10.5242
820.133,10.516
821.134,10.5086
822.133,10.5002
823.133,10.4941
824.133,10.4821
825.133,10.4735
826.133,10.4721
827.133,10.4639
828.133,10.4573
829.133,10.4498
830.133,10.4429
831.133,10.4356
832.132,10.4281
833.133,10.4213
834.133,10.4138
835.133,10.407
836.132,10.4008
837.133,10.393
838.133,10.385
839.133,10.3779
840.133,10.3692
841.133,10.3614
842.133,10.3546
843.133,10.3464
844.133,10.3392
845.133,10.332
846.133,10.3255
847.133,10.3171
848.133,10.3107
849.133,10.3046
850.133,10.2975
851.133,10.2907
852.132,10.2846
853.133,10.2774
854.133,10.2704
855.133,10.2635
856.133,10.2562
857.133,10.2497
858.133,10.2425
859.133,10.2362
860.132,10.229
861.133,10.2217
862.133,10.2137
863.133,10.2054
864.133,10.2036
865.133,10.1952
866.134,10.189
867.133,10.183
868.133,10.1528
869.133,10.1349
870.133,10.1292
871.133,10.1224
872.133,10.117
873.133,10.1108
874.133,10.1064
875.133,10.0989
876.133,10.0934
877.133,10.0858
878.133,10.0799
879.133,10.0742
880.133,10.0684
881.134,10.0623
882.133,10.0571
883.133,10.0472
884.132,10.0413
885.133,10.0348
886.133,10.0294
887.133,10.024
888.133,10.0167
889.133,10.0102
890.134,10.0016
891.134,9.9952
892.134,9.9919
893.134,9.983
894.134,9.9789
895.134,9.9713
896.134,9.9648
897.134,9.9559
898.134,9.9487
899.134,9.9446
900.134,9.9374
901.134,9.9303
902.134,9.9241
903.134,9.9163
904.133,9.909
905.134,9.903
906.134,9.8964
907.134,9.8893
908.134,9.882
909.133,9.8758
910.134,9.869
911.134,9.8633
912.134,9.8574
913.134,9.8525
