t (s),V (mV)
362.074,15.4319
363.074,15.4182
364.074,15.4063
365.074,15.3927
366.074,15.3794
367.074,15.3669
368.074,15.3536
369.074,15.3413
370.074,15.3274
371.074,15.3137
372.074,15.3
373.074,15.2873
374.074,15.2738
375.074,15.2602
376.074,15.2449
377.074,15.234
378.074,15.2197
379.074,15.208
380.074,15.1938
381.074,15.1806
382.074,15.1674
383.074,15.1539
384.074,15.1421
385.074,15.1281
386.074,15.1156
387.074,15.1016
388.074,15.0901
389.074,15.0766
390.074,15.0641
391.074,15.0503
392.074,15.0381
393.074,15.025
394.074,15.0125
395.074,14.9998
396.074,14.987
397.074,14.9739
398.074,14.9597
399.074,14.9478
400.074,14.9393
401.074,14.8624
402.074,14.8447
403.074,14.8665
404.074,14.8634
405.074,14.8519
406.074,14.8386
407.073,14.8251
408.074,14.8118
409.074,14.7984
410.074,14.7845
411.074,14.7727
412.074,14.7577
413.074,14.7443
414.074,14.7329
415.074,14.7206
416.074,14.7086
417.074,14.6953
418.074,14.6836
419.074,14.671
420.074,14.6587
421.074,14.647
422.074,14.6334
423.074,14.6216
424.074,14.6094
425.074,14.5963
426.074,14.5838
427.074,14.5707
428.074,14.5597
429.074,14.5483
430.074,14.5347
431.077,14.5208
432.074,14.5107
433.074,14.4984
434.074,14.4845
435.074,14.4726
436.074,14.4596
437.074,14.4469
438.074,14.4347
439.074,14.4216
440.074,14.409
441.074,14.3966
442.074,14.3832
443.074,14.3703
444.074,14.3576
445.074,14.3456
446.074,14.3312
447.074,14.32
448.074,14.307
449.074,14.294
450.074,14.2823
451.074,14.2704
452.074,14.2568
453.074,14.2451
454.074,14.2274
455.074,14.221
456.074,14.2081
457.074,14.1961
458.074,14.1832
459.074,14.1695
460.074,14.1577
461.074,14.1465
462.074,14.1341
463.074,14.1221
464.074,14.1095
465.074,14.0978
466.074,14.0856
467.074,14.0721
468.074,14.0611
469.074,14.0483
470.074,14.0374
471.074,14.0256
472.074,14.0137
473.074,14.0022
474.074,13.9907
475.073,13.98
476.074,13.9673
477.074,13.956
478.074,13.9439
479.074,13.9328
480.074,13.9204
481.074,13.9091
482.074,13.8967
483.074,13.8847
484.074,13.8725
485.074,13.8607
486.074,13.8487
487.074,13.8376
488.074,13.8259
489.074,13.8144
490.074,13.8038
491.074,13.7928
492.074,13.7815
493.074,13.7704
494.074,13.7587
495.074,13.7469
496.074,13.7345
497.074,13.7235
498.074,13.7119
499.074,13.7016
500.074,13.6887
501.074,13.6787
502.074,13.667
503.074,13.6556
504.074,13.6434
505.074,13.6317
506.074,13.6213
507.074,13.6087
508.074,13.5981
509.074,13.587
510.074,13.5763
511.074,13.565
512.074,13.5537
513.074,13.5428
514.074,13.5315
515.074,13.5206
516.074,13.5093
517.074,13.4981
518.074,13.4859
519.074,13.4742
520.074,13.463
521.074,13.4509
522.074,13.4397
523.074,13.4283
524.074,13.4167
525.074,13.4054
526.074,13.3948
527.074,13.3829
528.074,13.373
529.074,13.3596
530.074,13.3485
531.074,13.337
532.074,13.3261
533.074,13.3141
534.074,13.3026
535.074,13.2916
536.074,13.2793
537.074,13.2697
538.074,13.2582
539.074,13.2462
540.074,13.2364
541.074,13.2242
542.074,13.2134
543.074,13.2019
544.074,13.1904
545.074,13.1791
546.074,13.1681
547.074,13.1578
548.074,13.1466
549.074,13.1366
550.074,13.1247
551.074,13.1141
552.074,13.1035
553.074,13.0937
554.074,13.0829
555.074,13.0725
556.074,13.0622
557.074,13.0519
558.074,13.0413
559.074,13.0315
560.074,13.0209
561.074,13.0106
562.074,12.9985
563.074,12.988
564.074,12.9777
565.074,12.9665
566.074,12.9553
567.074,12.9442
568.074,12.9324
569.074,12.9214
570.074,12.91
571.074,12.901
572.074,12.8914
573.074,12.8788
574.074,12.8699
575.074,12.859
576.074,12.8483
577.074,12.8402
578.074,12.8284
579.074,12.818
580.074,12.8078
581.074,12.7975
582.074,12.7879
583.074,12.7786
584.074,12.7677
585.074,12.758
586.074,12.7469
587.074,12.7367
588.074,12.7265
589.074,12.7157
590.074,12.7052
591.074,12.6955
592.074,12.6854
593.074,12.6759
594.074,12.665
595.074,12.6544
596.074,12.6455
597.074,12.6363
598.074,12.6265
599.074,12.6162
600.074,12.6069
601.074,12.596
602.074,12.5868
603.074,12.5768
604.074,12.5675
605.074,12.558
606.074,12.5486
607.074,12.539
608.074,12.53
609.074,12.5199
610.074,12.509
611.074,12.5006
612.074,12.4908
613.074,12.4819
614.074,12.4724
615.074,12.4619
616.074,12.4519
617.074,12.4424
618.074,12.4322
619.074,12.4229
620.074,12.4125
621.074,12.4033
622.074,12.3938
623.074,12.3836
624.074,12.3733
625.074,12.3634
626.074,12.3534
627.074,12.3435
628.074,12.3337
629.074,12.3231
630.074,12.314
631.074,12.3035
632.074,12.2939
633.074,12.2828
634.074,12.2732
635.074,12.2628
636.074,12.2532
637.074,12.2445
638.074,12.2337
639.074,12.2244
640.074,12.2156
641.074,12.206
642.074,12.196
643.074,12.1859
644.074,12.1757
645.074,12.1654
646.074,12.1558
647.074,12.1458
648.074,12.135
649.074,12.125
650.074,12.114
651.074,12.1039
652.074,12.0947
653.074,12.0844
654.074,12.0749
655.074,12.065
656.074,12.0552
657.074,12.0452
658.074,12.0364
659.074,12.0271
660.074,12.0167
661.074,12.0077
662.074,11.9971
663.074,11.9878
664.074,11.9784
665.074,11.9697
666.074,11.9608
667.074,11.9531
668.074,11.941
669.074,11.9338
670.074,11.9218
671.074,11.909
672.074,11.9033
673.074,11.8938
674.074,11.8873
675.074,11.876
676.074,11.8685
677.074,11.8583
678.074,11.8478
679.074,11.8371
680.074,11.8281
681.074,11.8195
682.074,11.8103
683.074,11.8013
684.074,11.7928
685.074,11.7851
686.074,11.776
687.074,11.7675
688.074,11.759
689.074,11.7497
690.074,11.7416
691.074,11.7315
692.074,11.7224
693.074,11.7129
694.074,11.7041
695.074,11.6943
696.074,11.6859
697.074,11.6767
698.074,11.6662
699.074,11.6565
700.074,11.6477
701.074,11.6375
702.074,11.6276
703.074,11.6175
704.074,11.608
705.074,11.5998
706.074,11.5893
707.074,11.5795
708.074,11.5701
709.074,11.5615
710.074,11.5513
711.074,11.5426
712.074,11.5341
713.074,11.5256
714.074,11.5159
715.074,11.5069
716.074,11.4972
717.074,11.4885
718.074,11.4802
719.074,11.4718
720.074,11.4631
721.074,11.4541
722.074,11.4456
723.074,11.436
724.074,11.4274
725.074,11.4196
726.074,11.4109
727.074,11.4025
728.074,11.3951
729.074,11.3859
730.074,11.3769
731.074,11.3685
732.074,11.3597
733.074,11.3513
734.074,11.3418
735.074,11.3322
736.074,11.323
737.074,11.3144
738.074,11.3048
739.074,11.2958
740.074,11.2869
741.074,11.2791
742.074,11.2679
743.074,11.2599
744.074,11.2501
745.074,11.2412
746.074,11.2321
747.074,11.2242
748.074,11.2148
749.074,11.2054
750.074,11.1973
751.074,11.1881
752.074,11.1791
753.074,11.1707
754.074,11.161
755.074,11.1531
756.074,11.1448
757.074,11.1366
758.074,11.1279
759.074,11.1202
760.074,11.1114
761.074,11.1014
762.074,11.093
763.074,11.0844
764.074,11.0756
765.074,11.0667
766.074,11.0578
767.074,11.05
768.074,11.0412
769.074,11.0321
770.074,11.0235
771.074,11.014
772.074,11.0053
773.074,10.9951
774.074,10.9852
775.074,10.9787
776.074,10.9694
777.074,10.9614
778.074,10.9541
779.074,10.9456
780.074,10.937
781.074,10.9282
782.074,10.9202
783.074,10.912
784.074,10.9036
785.074,10.8951
786.074,10.8865
787.074,10.878
788.074,10.8696
789.074,10.8622
790.074,10.853
791.074,10.8459
792.074,10.8375
793.074,10.8301
794.074,10.8226
795.074,10.8152
796.074,10.8078
797.074,10.7979
798.074,10.7908
799.074,10.7816
800.074,10.7737
801.074,10.7647
