t (s),V (mV)
314.83,16.1354
315.83,16.1287
316.83,16.1197
317.83,16.1113
318.83,16.1025
319.83,16.0932
320.83,16.0822
321.83,16.0753
322.83,16.067
323.83,16.0578
324.83,16.0486
325.83,16.0391
326.83,16.0306
327.83,16.0206
328.83,16.0111
329.83,16.0017
330.83,15.9929
331.83,15.9846
332.83,15.9767
333.83,15.9679
334.83,15.96
335.83,15.9519
336.83,15.9456
337.83,15.9343
338.83,15.9275
339.83,15.918
340.83,15.9088
341.83,15.9002
342.833,15.8962
343.83,15.8843
344.83,15.8751
345.83,15.8673
346.83,15.8588
347.83,15.8517
348.83,15.843
349.83,15.8347
350.83,15.8268
351.83,15.8177
352.83,15.8098
353.83,15.802
354.83,15.7926
355.83,15.7854
356.83,15.7764
357.83,15.7684
358.83,15.7599
359.83,15.7535
360.83,15.745
361.83,15.7357
362.83,15.7275
363.83,15.7191
364.83,15.7125
365.83,15.7025
366.83,15.6946
367.83,15.6865
368.83,15.6794
369.83,15.6705
370.83,15.6623
371.83,15.6536
372.83,15.645
373.83,15.6373
374.83,15.6258
375.83,15.6197
376.83,15.6117
377.83,15.6043
378.83,15.595
379.83,15.5866
380.83,15.5776
381.83,15.5696
382.83,15.5604
383.83,15.553
384.83,15.5439
385.83,15.5355
386.83,15.5279
387.83,15.5191
388.83,15.5113
389.83,15.5023
390.83,15.4942
391.83,15.4854
392.83,15.4797
393.83,15.4717
394.83,15.4632
395.83,15.4551
396.83,15.4477
397.83,15.4389
398.83,15.43
399.83,15.4214
400.83,15.4129
401.83,15.4077
402.83,15.4003
403.83,15.3907
404.83,15.3825
405.83,15.3743
406.83,15.3655
407.83,15.3578
408.83,15.3479
409.83,15.3401
410.83,15.3318
411.83,15.3214
412.83,15.3131
413.83,15.304
414.83,15.2959
415.83,15.287
416.83,15.2789
417.83,15.272
418.83,15.2626
419.83,15.2542
420.83,15.2462
421.83,15.2386
422.83,15.2299
423.83,15.2221
424.83,15.2125
425.83,15.2056
426.83,15.197
427.83,15.1892
428.83,15.1795
429.83,15.1718
430.83,15.1628
431.83,15.1546
432.83,15.1458
433.83,15.1369
434.83,15.1285
435.83,15.1191
436.83,15.1095
437.83,15.1013
438.83,15.0921
439.83,15.0834
440.83,15.0737
441.83,15.0675
442.83,15.0575
443.83,15.0512
444.83,15.0421
445.83,15.0341
446.83,15.0261
447.83,15.0174
448.83,15.0106
449.83,15.0033
450.83,14.9959
451.83,14.9868
452.83,14.9792
453.83,14.9716
454.83,14.9654
455.83,14.9571
456.83,14.9509
457.83,14.9433
458.83,14.9352
459.83,14.9278
460.83,14.9202
461.83,14.9101
462.83,14.9043
463.83,14.8954
464.83,14.8866
465.83,14.8795
466.83,14.8717
467.83,14.8642
468.83,14.8586
469.83,14.8467
470.83,14.84
471.83,14.8336
472.83,14.824
473.83,14.8162
474.83,14.8081
475.83,14.7972
476.83,14.7902
477.83,14.7845
478.83,14.7751
479.83,14.767
480.83,14.7599
481.83,14.7514
482.83,14.7433
483.83,14.7333
484.83,14.7246
485.83,14.7193
486.83,14.7108
487.83,14.7035
488.83,14.6956
489.83,14.6855
490.83,14.6787
491.83,14.6704
492.83,14.6625
493.83,14.6533
494.83,14.6474
495.83,14.6384
496.83,14.6312
497.83,14.6238
498.83,14.6164
499.83,14.6097
500.83,14.6021
501.83,14.5942
502.83,14.5865
503.83,14.5776
504.83,14.5706
505.83,14.5639
506.83,14.5439
507.83,14.5434
508.83,14.5384
509.83,14.5319
510.83,14.524
511.83,14.5132
512.83,14.5045
513.83,14.4974
514.83,14.4912
515.83,14.4831
516.83,14.4763
517.829,14.4688
518.83,14.4592
519.83,14.4539
520.83,14.4459
521.83,14.4379
522.83,14.4312
523.83,14.4238
524.83,14.4148
525.833,14.4048
526.83,14.3971
527.83,14.3899
528.83,14.3808
529.83,14.3734
530.83,14.3643
531.83,14.3566
532.83,14.3482
533.83,14.3402
534.83,14.3317
535.83,14.3231
536.83,14.3144
537.83,14.3057
538.83,14.2984
539.83,14.2891
540.83,14.2803
541.83,14.2724
542.83,14.2632
543.83,14.2554
544.83,14.2499
545.83,14.2387
546.83,14.2315
547.83,14.2249
548.83,14.2167
549.83,14.2094
550.83,14.2021
551.83,14.1949
552.83,14.1875
553.83,14.1804
554.83,14.1734
555.83,14.1673
556.83,14.1597
557.83,14.1525
558.83,14.1454
559.83,14.1385
560.83,14.1304
561.83,14.1226
562.83,14.1154
563.83,14.1084
564.83,14.1008
565.83,14.0932
566.83,14.086
567.83,14.0779
568.83,14.071
569.83,14.063
570.83,14.0561
571.83,14.0486
572.829,14.0405
573.83,14.0331
574.83,14.0259
575.83,14.0176
576.83,14.0106
577.83,14.0035
578.83,13.9957
579.83,13.9884
580.83,13.9798
581.83,13.9725
582.83,13.9654
583.83,13.9587
584.83,13.9513
585.83,13.9444
586.83,13.9371
587.83,13.93
588.83,13.9225
589.83,13.9154
590.83,13.9091
591.83,13.9033
592.83,13.8946
593.83,13.8892
594.83,13.8809
595.83,13.8743
596.83,13.8682
597.83,13.8621
598.829,13.8542
599.83,13.848
600.83,13.8404
601.83,13.8348
602.83,13.8268
603.83,13.8195
604.83,13.8127
605.83,13.8055
606.83,13.7987
607.83,13.792
608.83,13.7847
609.83,13.7767
610.83,13.7695
611.83,13.7643
612.83,13.7565
613.83,13.7493
614.83,13.7431
615.83,13.7345
616.829,13.7274
617.83,13.7182
618.83,13.7165
619.83,13.7109
620.83,13.7002
621.83,13.6932
622.83,13.685
623.83,13.6774
624.83,13.6718
625.83,13.6653
626.83,13.6582
627.83,13.6493
628.83,13.6442
629.83,13.6375
630.83,13.6296
631.83,13.6244
632.83,13.619
633.83,13.6127
634.83,13.605
635.83,13.5977
636.83,13.5896
637.83,13.5828
638.83,13.5759
639.83,13.5693
640.83,13.562
641.83,13.5548
642.83,13.5486
643.83,13.5414
644.83,13.5343
645.83,13.5285
646.83,13.5215
647.833,13.5157
648.83,13.5078
649.83,13.5007
650.83,13.4917
651.83,13.4832
652.83,13.4771
653.83,13.4683
654.83,13.4596
655.83,13.4522
656.83,13.4468
657.83,13.4388
658.83,13.4313
659.83,13.4236
660.83,13.4149
661.83,13.4081
662.83,13.4001
663.83,13.3911
664.83,13.3851
665.83,13.3764
666.83,13.3664
667.83,13.3596
668.83,13.3508
669.83,13.3429
670.83,13.3356
671.83,13.3273
672.83,13.3215
673.83,13.3136
674.83,13.3086
675.83,13.3007
676.83,13.2963
677.83,13.2888
678.83,13.2812
679.83,13.2755
680.83,13.2689
681.83,13.2615
682.83,13.2543
683.83,13.2483
684.83,13.2434
685.83,13.2363
686.83,13.2297
687.83,13.2229
688.83,13.2154
689.83,13.2089
690.83,13.199
691.83,13.192
692.83,13.1875
693.83,13.1788
694.83,13.1721
695.83,13.1653
696.83,13.159
697.83,13.1505
698.83,13.1417
699.83,13.1342
700.83,13.1267
701.83,13.1197
702.83,13.1115
703.831,13.1045
704.83,13.0985
705.83,13.0899
706.83,13.0832
707.83,13.0785
708.83,13.0714
709.83,13.0697
710.83,13.0604
711.83,13.0593
712.83,13.051
713.83,13.0454
714.83,13.0437
715.83,13.0242
716.83,13.023
717.83,13.0204
718.83,13.0063
719.83,12.9909
720.83,12.9812
721.83,12.9783
722.83,12.9682
723.83,12.9587
724.83,12.9518
725.83,12.9456
726.83,12.9375
727.83,12.9322
728.83,12.9271
729.83,12.9212
730.83,12.9223
731.83,12.9184
732.83,12.9077
733.83,12.8987
734.83,12.8944
735.83,12.8909
736.83,12.8812
737.83,12.8795
738.83,12.876
739.83,12.8727
740.83,12.8569
741.83,12.8553
742.83,12.8461
743.83,12.8441
744.83,12.8354
745.83,12.8206
746.83,12.8133
747.83,12.8105
748.83,12.8074
749.83,12.8007
750.83,12.7934
751.83,12.7794
752.83,12.7708
753.83,12.7635
754.83,12.7543
755.83,12.7484
756.83,12.7418
757.83,12.7336
758.83,12.7356
759.83,12.7315
760.83,12.7234
761.83,12.7092
762.83,12.7034
763.83,12.6948
764.83,12.6916
765.83,12.6881
766.83,12.6803
767.83,12.6845
768.83,12.6693
769.83,12.6644
770.83,12.6558
771.83,12.6492
772.83,12.6442
773.83,12.6374
774.83,12.6304
775.83,12.6206
776.83,12.6135
777.83,12.6124
778.83,12.6068
779.83,12.6018
780.83,12.5943
781.83,12.586
782.83,12.5782
783.83,12.5755
784.83,12.5679
785.83,12.5588
786.83,12.5514
787.83,12.5482
788.83,12.55
789.83,12.5387
790.83,12.5412
791.83,12.5284
792.83,12.5132
793.83,12.5022
794.83,12.4955
795.83,12.4883
796.83,12.4819
797.83,12.4749
798.83,12.4696
799.83,12.4614
800.83,12.4546
801.83,12.4469
802.83,12.4405
803.83,12.4333
804.83,12.4271
805.83,12.4258
806.83,12.4258
807.83,12.4113
808.83,12.402
809.83,12.4
810.83,12.3931
811.83,12.3855
812.83,12.3734
813.83,12.3657
814.83,12.3581
815.83,12.3539
816.83,12.3462
817.83,12.341
818.83,12.3339
819.83,12.3276
820.83,12.3204
821.83,12.3163
822.83,12.3094
823.83,12.3011
824.83,12.2946
825.83,12.2868
826.83,12.2812
827.83,12.2766
828.83,12.2717
829.83,12.2651
830.83,12.262
831.83,12.2546
832.83,12.2549
833.83,12.2461
834.83,12.2347
835.83,12.2235
836.83,12.2236
837.83,12.2139
838.83,12.2049
839.83,12.1977
840.83,12.19
841.83,12.185
842.83,12.1784
843.83,12.1734
844.83,12.168
845.83,12.1596
846.83,12.153
847.83,12.1475
848.83,12.14
849.83,12.1347
850.83,12.131
851.83,12.123
852.83,12.1178
853.83,12.111
854.83,12.1056
855.83,12.1013
856.83,12.0961
857.83,12.0894
858.83,12.0815
859.83,12.0759
860.83,12.0685
861.83,12.0619
862.83,12.0563
863.83,12.049
864.83,12.0435
865.83,12.0373
866.83,12.0321
867.83,12.0259
868.83,12.0191
869.83,12.0133
870.83,12.0072
871.83,12.0007
872.83,11.9951
873.83,11.9892
874.83,11.9823
875.83,11.9743
876.83,11.9699
877.83,11.9651
878.83,11.9585
879.83,11.9511
880.83,11.9458
881.83,11.9411
882.83,11.9367
883.83,11.9305
884.83,11.9219
885.83,11.9145
886.83,11.907
887.83,11.9016
888.83,11.8941
889.83,11.8889
890.83,11.8837
891.83,11.877
892.83,11.8711
893.83,11.8648
894.83,11.8593
895.83,11.854
896.83,11.8491
897.83,11.843
898.83,11.838
899.83,11.8342
900.83,11.8278
901.83,11.8225
902.83,11.8158
903.83,11.8101
904.83,11.8047
905.83,11.7967
906.83,11.7912
907.83,11.7842
908.83,11.7789
909.83,11.7719
910.83,11.7674
911.83,11.7596
912.83,11.7545
913.83,11.7476
914.83,11.7405
915.83,11.7377
916.83,11.7308
917.83,11.7246
918.83,11.7181
919.83,11.7133
920.83,11.7069
921.83,11.7026
922.83,11.6957
923.83,11.6891
924.83,11.6827
925.83,11.675
926.83,11.6689
927.83,11.6623
928.83,11.6569
929.83,11.6503
930.83,11.6469
931.83,11.6424
932.83,11.6337
933.83,11.6268
934.83,11.6201
935.83,11.6148
936.83,11.6089
937.83,11.6028
938.83,11.5985
939.83,11.5925
940.83,11.5877
941.83,11.5819
942.83,11.576
943.83,11.5703
944.83,11.5647
945.83,11.5595
946.83,11.5541
947.83,11.55
948.83,11.5435
949.83,11.539
950.83,11.5333
951.83,11.5305
952.83,11.5304
953.83,11.5311
954.83,11.5213
955.83,11.5117
956.83,11.509
957.83,11.4989
958.83,11.4936
959.83,11.4838
960.83,11.4794
961.83,11.4746
962.83,11.4696
963.83,11.4641
964.83,11.4585
965.83,11.4529
966.83,11.4471
967.83,11.4422
968.83,11.4369
969.83,11.4319
970.83,11.4252
971.83,11.4194
972.83,11.4149
973.83,11.4089
974.83,11.4037
975.83,11.3986
976.83,11.3933
977.83,11.3874
978.83,11.3818
979.83,11.3777
980.83,11.3711
981.83,11.3658
982.83,11.3612
983.83,11.3561
984.83,11.3501
985.83,11.3442
986.83,11.3389
987.83,11.3337
988.83,11.3266
989.83,11.3189
990.83,11.3136
991.83,11.3081
992.83,11.3021
993.83,11.2962
994.83,11.2913
995.83,11.2838
996.83,11.2779
997.83,11.2728
998.83,11.2674
999.83,11.2608
1000.83,11.2559
1001.83,11.2495
1002.83,11.2437
1003.83,11.2388
1004.83,11.2322
1005.83,11.2272
1006.83,11.2232
1007.83,11.217
1008.83,11.212
1009.83,11.2062
1010.83,11.2012
1011.83,11.1961
1012.83,11.1904
1013.83,11.1846
1014.83,11.1789
1015.83,11.1731
1016.83,11.1674
1017.83,11.1601
1018.83,11.1546
1019.83,11.1496
1020.83,11.1441
1021.83,11.1373
1022.83,11.1317
1023.83,11.1253
1024.83,11.1202
1025.83,11.1147
1026.83,11.1077
1027.83,11.1026
1028.83,11.0961
1029.83,11.0887
1030.83,11.083
1031.83,11.077
1032.83,11.0715
1033.83,11.0651
1034.83,11.059
1035.83,11.0537
1036.83,11.0478
1037.83,11.0417
1038.83,11.0363
1039.83,11.0287
1040.83,11.0228
1041.83,11.0161
1042.83,11.01
1043.83,11.0035
1044.83,10.9976
1045.83,10.992
1046.83,10.9857
1047.83,10.9785
1048.83,10.9723
1049.83,10.9664
1050.83,10.9611
1051.83,10.9544
1052.83,10.9485
1053.83,10.9425
1054.83,10.9355
1055.83,10.928
1056.83,10.9219
1057.83,10.9182
1058.83,10.9127
1059.83,10.9081
1060.83,10.9027
1061.83,10.8982
1062.83,10.8928
1063.83,10.8869
1064.83,10.8824
1065.83,10.8783
1066.83,10.873
1067.83,10.8672
1068.83,10.86
1069.83,10.8593
1070.83,10.8512
1071.83,10.8473
1072.83,10.8418
1073.83,10.8375
1074.83,10.8329
1075.83,10.8292
1076.83,10.8227
1077.83,10.8177
1078.83,10.8129
1079.83,10.8077
1080.83,10.8022
1081.83,10.7978
1082.83,10.7935
1083.83,10.792
1084.83,10.7851
1085.83,10.7795
1086.83,10.7744
1087.83,10.7691
1088.83,10.7641
1089.83,10.7591
1090.83,10.7531
1091.83,10.7472
1092.83,10.7407
1093.83,10.7345
1094.83,10.7285
1095.83,10.7225
1096.83,10.7163
1097.83,10.7093
1098.83,10.703
1099.83,10.6974
1100.83,10.6941
1101.83,10.6871
1102.83,10.682
1103.83,10.6763
1104.83,10.6702
1105.83,10.6658
1106.83,10.6599
1107.83,10.6522
1108.83,10.6481
1109.83,10.6436
1110.83,10.6369
1111.83,10.6301
1112.83,10.6255
1113.83,10.6192
1114.83,10.6154
1115.83,10.6102
1116.83,10.6065
1117.83,10.6006
1118.83,10.5965
1119.83,10.5905
1120.83,10.5854
1121.83,10.5813
1122.83,10.5762
1123.83,10.5717
1124.83,10.5661
1125.83,10.5619
1126.83,10.5549
1127.83,10.5494
1128.83,10.5451
1129.83,10.5413
1130.83,10.5356
1131.83,10.5305
1132.83,10.525
1133.83,10.5227
1134.83,10.5151
1135.83,10.51
1136.83,10.504
1137.83,10.4988
1138.83,10.4938
1139.83,10.4899
1140.83,10.4838
1141.83,10.48
1142.83,10.474
1143.83,10.4698
1144.83,10.4649
1145.83,10.4596
1146.83,10.4552
1147.83,10.4505
1148.83,10.4461
1149.83,10.4405
1150.83,10.4358
1151.83,10.4292
1152.83,10.4244
1153.83,10.4204
1154.83,10.415
1155.83,10.4095
1156.83,10.405
1157.83,10.4
1158.83,10.3947
1159.83,10.3902
1160.83,10.3863
1161.83,10.3811
1162.83,10.3764
1163.83,10.3714
1164.83,10.3674
1165.83,10.3616
1166.83,10.356
1167.83,10.3336
1168.83,10.3358
1169.83,10.3384
1170.83,10.335
1171.83,10.3301
1172.83,10.3245
1173.83,10.3199
1174.83,10.314
1175.83,10.31
