t (s),V (mV)
469.025,9.72503
470.026,9.71584
471.027,9.70714
472.028,9.69861
473.029,9.69057
474.03,9.6821
475.031,9.67402
476.032,9.6673
477.033,9.65691
478.034,9.64794
479.035,9.63971
480.036,9.63177
481.037,9.62417
482.038,9.61643
483.039,9.60893
484.04,9.59884
485.01,9.59326
486.011,9.58613
487.012,9.57788
488.013,9.57112
489.014,9.56591
490.015,9.55402
491.016,9.54615
492.017,9.53757
493.018,9.52815
494.019,9.52114
495.02,9.51331
496.022,9.50487
497.022,9.49734
498.024,9.49419
499.025,9.48128
500.026,9.47239
501.027,9.46394
502.028,9.45558
503.029,9.44673
504.03,9.43778
505.031,9.42886
506.032,9.421
507.033,9.41339
508.034,9.40467
509.035,9.39668
510.036,9.38863
511.037,9.38105
512.038,9.37266
513.039,9.36496
514.04,9.35732
515.01,9.35149
516.011,9.34257
517.012,9.33381
518.013,9.32713
519.014,9.32013
520.015,9.31598
521.016,9.31172
522.017,9.29655
523.018,9.28729
524.019,9.27867
525.02,9.27347
526.021,9.26531
527.022,9.25691
528.023,9.24967
529.024,9.24229
530.025,9.23409
531.026,9.23256
532.027,9.22628
533.028,9.21908
534.029,9.21176
535.03,9.20465
536.031,9.19689
537.032,9.18925
538.033,9.18212
539.034,9.17426
540.035,9.16643
541.036,9.15895
542.037,9.1512
543.038,9.14431
544.039,9.13613
545.04,9.12883
546.01,9.12073
547.011,9.11314
548.012,9.10471
549.013,9.09718
550.014,9.09203
551.015,9.08253
552.016,9.07306
553.017,9.06512
554.018,9.05697
555.019,9.04888
556.02,9.04237
557.021,9.033
558.022,9.02575
559.023,9.01894
560.024,9.0103
561.025,9.00133
562.026,8.99342
563.027,8.98541
564.028,8.97703
565.029,8.96895
566.03,8.96098
567.031,8.9535
568.032,8.94564
569.033,8.93856
570.034,8.93154
571.035,8.9244
572.036,8.91645
573.037,8.90861
574.038,8.9021
575.039,8.89507
576.009,8.88795
577.01,8.88211
578.011,8.87462
579.012,8.86706
580.013,8.86024
581.014,8.85258
582.015,8.84536
583.016,8.83797
584.017,8.83074
585.018,8.82295
586.019,8.81533
587.02,8.80803
588.021,8.80015
589.022,8.79296
590.023,8.78534
591.025,8.77766
592.025,8.77058
593.027,8.76298
594.028,8.75538
595.029,8.74739
596.03,8.74048
597.031,8.73265
598.032,8.72508
599.033,8.71746
600.034,8.70937
601.035,8.7014
602.036,8.69387
603.037,8.68619
604.038,8.67887
605.039,8.67063
606.04,8.66198
607.01,8.65383
608.011,8.64617
609.012,8.63817
610.013,8.62875
611.014,8.62464
612.015,8.61609
613.016,8.60813
614.017,8.60082
615.018,8.59282
616.019,8.58355
617.02,8.57559
618.021,8.56728
619.022,8.55898
620.023,8.55115
621.024,8.54366
622.025,8.53584
623.026,8.52865
624.027,8.5216
625.028,8.51509
626.029,8.50814
627.03,8.50124
628.031,8.49329
629.032,8.48572
630.033,8.47768
631.034,8.47083
632.035,8.46306
633.036,8.45521
634.037,8.44738
635.038,8.44084
636.039,8.4333
637.04,8.42568
638.01,8.41861
639.011,8.411
640.012,8.40421
641.013,8.39661
642.014,8.38846
643.015,8.38112
644.016,8.37485
645.017,8.36661
646.018,8.36003
647.019,8.35258
648.02,8.34431
649.021,8.33703
650.022,8.32961
651.023,8.32252
652.024,8.31523
653.025,8.30821
654.026,8.30167
655.027,8.2951
656.028,8.28814
657.029,8.28175
658.03,8.26855
659.031,8.20893
660.032,8.26699
661.033,8.25433
662.034,8.24662
663.035,8.24111
664.036,8.23452
665.037,8.22801
666.038,8.22076
667.039,8.21392
668.04,8.20686
669.009,8.20043
670.01,8.19374
671.011,8.18647
672.012,8.18001
673.013,8.17322
674.014,8.16703
675.015,8.16003
676.016,8.15331
677.017,8.1468
678.018,8.13937
679.019,8.13298
680.02,8.1254
681.021,8.11804
682.022,8.10995
683.023,8.10275
684.024,8.09569
685.025,8.08836
686.026,8.08167
687.027,8.0738
688.029,8.06711
689.03,8.06059
690.031,8.05312
691.032,8.04566
692.033,8.03944
693.034,8.03233
694.035,8.02525
695.036,8.01754
696.037,8.0106
697.038,8.00378
698.039,7.99656
699.04,7.98983
700.009,7.98338
701.01,7.97591
702.011,7.96931
703.012,7.96241
704.013,7.95637
705.014,7.94903
706.015,7.94187
707.016,7.93537
708.017,7.92869
709.018,7.92196
710.019,7.91589
711.02,7.90925
712.021,7.90251
713.022,7.89498
714.023,7.88777
715.024,7.88074
716.025,7.87372
717.026,7.86617
718.027,7.85889
719.028,7.852
720.029,7.84519
721.03,7.83888
722.031,7.83243
723.032,7.82577
724.033,7.81985
725.034,7.81471
726.035,7.80774
727.036,7.8018
728.037,7.79607
729.038,7.79056
730.039,7.7843
731.009,7.77799
732.03,7.771
733.031,7.76455
734.032,7.75696
735.033,7.7506
736.034,7.74349
737.035,7.73677
738.036,7.73082
739.037,7.72493
740.038,7.71873
741.039,7.71152
742.009,7.7045
743.01,7.69754
744.011,7.69065
745.012,7.68308
746.013,7.67584
747.014,7.66849
748.015,7.66168
749.016,7.6538
750.017,7.64682
751.018,7.63994
752.019,7.63266
753.02,7.62602
754.022,7.61917
