t (s),V (mV)
328.103,11.7134
329.104,11.6947
330.105,11.676
331.106,11.6586
332.107,11.6402
333.108,11.6226
334.109,11.604
335.11,11.5859
336.111,11.5679
337.112,11.55
338.113,11.532
339.114,11.5134
340.115,11.4952
341.116,11.4769
342.117,11.4588
343.118,11.4414
344.119,11.4239
345.12,11.4067
346.121,11.3889
347.122,11.3715
348.123,11.3541
349.124,11.336
350.125,11.3188
351.126,11.3002
352.096,11.2836
353.097,11.266
354.098,11.2478
355.099,11.23
356.1,11.2133
357.101,11.1963
358.102,11.1794
359.103,11.1627
360.104,11.146
361.105,11.1299
362.106,11.1121
363.107,11.0958
364.108,11.078
365.109,11.0612
366.11,11.0444
367.111,11.0274
368.112,11.0098
369.113,10.9932
370.114,10.9763
371.115,10.9594
372.116,10.9418
373.117,10.9244
374.118,10.9077
375.119,10.8907
376.12,10.8739
377.121,10.8575
378.122,10.8405
379.123,10.8234
380.124,10.8068
381.125,10.7896
382.126,10.7736
383.095,10.7578
384.096,10.7417
385.097,10.7257
386.098,10.7084
387.099,10.6916
388.1,10.6752
389.101,10.6581
390.102,10.6413
391.103,10.6244
392.104,10.6075
393.105,10.5904
394.106,10.5727
395.107,10.5555
396.108,10.5378
397.109,10.5206
398.11,10.5029
399.111,10.4859
400.112,10.4685
401.113,10.4516
402.114,10.4344
403.115,10.4168
404.116,10.3997
405.117,10.3836
406.118,10.3675
407.119,10.3512
408.12,10.3358
409.121,10.3204
410.122,10.3044
411.123,10.2881
412.124,10.2719
413.125,10.256
414.126,10.2399
415.095,10.2244
416.096,10.2084
417.097,10.1931
418.098,10.1774
419.099,10.1615
420.1,10.1467
421.101,10.1315
422.102,10.116
423.103,10.1001
424.105,10.0848
425.106,10.0692
426.107,10.0535
427.108,10.0382
