t,V
518.998,10.0688
519.998,10.0627
520.998,10.0562
521.999,10.0503
522.999,10.0432
523.998,10.0371
524.998,10.0301
525.998,10.0236
526.998,10.0166
527.999,10.0119
528.999,10.0046
530,9.9984
530.999,9.9915
532,9.9846
533,9.9775
534,9.9714
534.999,9.9658
535.999,9.9577
537,9.9533
538,9.9457
538.999,9.9385
539.999,9.9322
540.999,9.9255
541.999,9.919
543,9.912
544,9.9042
545,9.8984
545.999,9.8916
546.999,9.8851
547.999,9.8785
548.999,9.8717
549.999,9.8651
550.999,9.8595
552,9.8513
552.999,9.8451
553.999,9.8379
554.999,9.8311
555.999,9.8249
556.999,9.818
557.999,9.8122
559,9.8063
560,9.799
561,9.7928
561.999,9.7871
563,9.781
564,9.7748
565,9.7689
566,9.7627
566.999,9.7565
567.999,9.7495
568.999,9.7435
569.999,9.7379
570.999,9.7315
571.999,9.726
572.999,9.7189
573.999,9.7119
574.999,9.7055
575.999,9.7008
577,9.6939
578,9.6879
579,9.6815
580,9.6749
581,9.6687
582,9.662
583,9.6559
583.999,9.6497
584.999,9.6439
585.999,9.6378
586.999,9.6303
587.999,9.6242
589,9.6171
590,9.611
591,9.6046
592,9.599
593,9.5933
593.999,9.5856
594.999,9.5792
595.999,9.5738
596.999,9.5669
597.999,9.5613
598.999,9.5548
599.999,9.5493
600.999,9.5422
602,9.5357
603,9.5287
604,9.5223
605,9.5168
606,9.5102
607,9.5048
607.999,9.4984
608.999,9.4919
609.999,9.4863
610.999,9.4797
611.999,9.4739
613,9.4688
613.999,9.4622
614.999,9.4559
615.999,9.4502
616.999,9.4444
618,9.4375
619,9.4319
619.999,9.4255
620.999,9.4195
621.999,9.4141
623,9.4077
623.999,9.4018
624.999,9.3959
625.999,9.3897
626.999,9.3841
628,9.3769
629,9.3719
630,9.3655
630.999,9.3597
632,9.3528
632.999,9.3472
633.999,9.3405
634.999,9.3348
636,9.329
637,9.3216
637.999,9.3165
638.999,9.3103
640,9.3043
641,9.298
641.999,9.2916
642.999,9.2856
643.999,9.2792
644.999,9.2733
645.999,9.267
647,9.2611
648,9.2551
649,9.2485
649.999,9.2425
650.999,9.2362
651.999,9.2289
653,9.2235
654,9.2175
654.999,9.212
655.999,9.2053
656.999,9.1994
657.999,9.1936
659,9.1872
660,9.181
661,9.1757
661.999,9.1683
662.999,9.1618
664,9.1563
664.999,9.1489
665.999,9.1436
666.999,9.1379
668,9.131
669,9.1249
670,9.1188
670.999,9.1141
671.999,9.1072
672.999,9.1019
673.999,9.0961
675,9.0906
676,9.0854
677,9.0799
677.999,9.0742
678.999,9.0682
680,9.0625
681,9.0567
681.999,9.0507
682.999,9.0458
684,9.038
684.999,9.0333
686,9.0279
686.999,9.023
687.999,9.0176
688.999,9.0113
690,9.0063
691,9.0011
691.999,8.9944
692.999,8.9876
693.999,8.9818
695,8.9756
696,8.97
697,8.9641
697.999,8.9578
698.999,8.9517
700,8.9459
700.999,8.9417
702,8.9338
702.999,8.9265
704,8.9222
705,8.9151
705.999,8.9099
707,8.9036
707.999,8.8994
709,8.8924
709.999,8.8858
710.999,8.881
711.999,8.8724
713,8.8681
713.999,8.8635
715,8.8583
716,8.8524
716.999,8.8484
718,8.8423
718.999,8.8366
720,8.8305
720.999,8.8254
721.999,8.8196
723,8.815
723.999,8.8094
725,8.8044
726,8.7988
727,8.7928
728,8.7865
728.999,8.7844
729.999,8.7795
731,8.7736
731.999,8.7677
732.999,8.7658
