m,b0,err
50.3,1.92833333333333,0.00956666666666667
62.0,2.28466666666667,0.0209666666666667
100.0,3.517,0.0131666666666667
124.0,3.96066666666667,0.0148333333333333
74.0,2.65733333333333,0.00463333333333333
174.0,5.98566666666667,0.026
200.0,6.572,0.0213333333333333
