x,y,xerr,yerr
0,9.340765937777778,0.2,0.055999999999999994
9,9.673261101511109,0.2,0.055999999999999994
36,10.628121606399999,0.2,0.06
81,12.1009362496,0.2,0.06
144,14.550155951111112,0.2,0.055999999999999994
225,17.561585519338838,0.2,0.05890909090909091
